ds,y
1970-01-01 00:02:27,5
1970-01-01 00:02:28,6
1970-01-01 00:02:29,5
1970-01-01 00:02:30,4
1970-01-01 00:02:31,4
1970-01-01 00:02:32,5
1970-01-01 00:02:33,4
1970-01-01 00:02:34,3
1970-01-01 00:02:35,5
1970-01-01 00:02:36,5
1970-01-01 00:02:37,6
1970-01-01 00:02:38,4
1970-01-01 00:02:39,5
1970-01-01 00:02:40,5
1970-01-01 00:02:41,5
1970-01-01 00:02:42,5
1970-01-01 00:02:43,5
1970-01-01 00:02:44,4
1970-01-01 00:02:45,4
1970-01-01 00:02:46,3
1970-01-01 00:02:47,4
1970-01-01 00:02:48,4
1970-01-01 00:02:49,4
1970-01-01 00:02:50,4
1970-01-01 00:02:51,4
1970-01-01 00:02:52,4
1970-01-01 00:02:53,4
1970-01-01 00:02:54,4
1970-01-01 00:02:55,4
1970-01-01 00:02:56,4
1970-01-01 00:02:57,4
1970-01-01 00:02:58,4
1970-01-01 00:02:59,4
1970-01-01 00:03:00,4
1970-01-01 00:03:01,4
1970-01-01 00:03:02,4
1970-01-01 00:03:03,4
1970-01-01 00:03:04,4
1970-01-01 00:03:05,5
1970-01-01 00:03:06,4
1970-01-01 00:03:07,4
1970-01-01 00:03:08,4
1970-01-01 00:03:09,4
1970-01-01 00:03:10,3
1970-01-01 00:03:11,4
1970-01-01 00:03:12,4
1970-01-01 00:03:13,4
1970-01-01 00:03:14,4
1970-01-01 00:03:15,4
1970-01-01 00:03:16,4
1970-01-01 00:03:17,4
1970-01-01 00:03:18,3
1970-01-01 00:03:19,4
1970-01-01 00:03:20,4
1970-01-01 00:03:21,4
1970-01-01 00:03:22,4
1970-01-01 00:03:23,4
1970-01-01 00:03:24,4
1970-01-01 00:03:25,4
1970-01-01 00:03:26,4
1970-01-01 00:03:27,4
1970-01-01 00:03:28,4
1970-01-01 00:03:29,4
1970-01-01 00:03:30,4
1970-01-01 00:03:31,4
1970-01-01 00:03:32,4
1970-01-01 00:03:33,4
1970-01-01 00:03:34,4
1970-01-01 00:03:35,4
1970-01-01 00:03:36,4
1970-01-01 00:03:37,3
1970-01-01 00:03:38,4
1970-01-01 00:03:39,4
1970-01-01 00:03:40,4
1970-01-01 00:03:41,4
1970-01-01 00:03:42,4
1970-01-01 00:03:43,4
1970-01-01 00:03:44,4
1970-01-01 00:03:45,4
1970-01-01 00:03:46,4
1970-01-01 00:03:47,5
1970-01-01 00:03:48,5
1970-01-01 00:03:49,5
1970-01-01 00:03:50,5
1970-01-01 00:03:51,5
1970-01-01 00:03:52,4
1970-01-01 00:03:53,4
1970-01-01 00:03:54,4
1970-01-01 00:03:55,4
1970-01-01 00:03:56,4
1970-01-01 00:03:57,3
1970-01-01 00:03:58,4
1970-01-01 00:03:59,5
1970-01-01 00:04:00,4
1970-01-01 00:04:01,4
1970-01-01 00:04:02,4
1970-01-01 00:04:03,3
1970-01-01 00:04:04,4
1970-01-01 00:04:05,4
1970-01-01 00:04:06,3
1970-01-01 00:04:07,4
1970-01-01 00:04:08,4
1970-01-01 00:04:09,4
1970-01-01 00:04:10,4
1970-01-01 00:04:11,4
1970-01-01 00:04:12,4
1970-01-01 00:04:13,4
1970-01-01 00:04:14,4
1970-01-01 00:04:15,5
1970-01-01 00:04:16,5
1970-01-01 00:04:17,4
1970-01-01 00:04:18,5
1970-01-01 00:04:19,4
1970-01-01 00:04:20,4
1970-01-01 00:04:21,4
1970-01-01 00:04:22,5
1970-01-01 00:04:23,4
1970-01-01 00:04:24,4
1970-01-01 00:04:25,4
1970-01-01 00:04:26,4
1970-01-01 00:04:27,5
1970-01-01 00:04:28,5
1970-01-01 00:04:29,5
1970-01-01 00:04:30,5
1970-01-01 00:04:31,4
1970-01-01 00:04:32,5
1970-01-01 00:04:33,5
1970-01-01 00:04:34,3
1970-01-01 00:04:35,5
1970-01-01 00:04:36,4
1970-01-01 00:04:37,3
1970-01-01 00:04:38,4
1970-01-01 00:04:39,4
1970-01-01 00:04:40,3
1970-01-01 00:04:41,4
1970-01-01 00:04:42,4
1970-01-01 00:04:43,4
1970-01-01 00:04:44,4
1970-01-01 00:04:45,4
1970-01-01 00:04:46,4
1970-01-01 00:04:47,4
1970-01-01 00:04:48,4
1970-01-01 00:04:49,4
1970-01-01 00:04:50,4
1970-01-01 00:04:51,4
1970-01-01 00:04:52,4
1970-01-01 00:04:53,4
1970-01-01 00:04:54,4
1970-01-01 00:04:55,4
1970-01-01 00:04:56,4
1970-01-01 00:04:57,4
1970-01-01 00:04:58,4
1970-01-01 00:04:59,4
1970-01-01 00:05:00,3
1970-01-01 00:05:01,4
1970-01-01 00:05:02,3
1970-01-01 00:05:03,3
1970-01-01 00:05:04,3
1970-01-01 00:05:05,3
1970-01-01 00:05:06,2
1970-01-01 00:05:07,3
1970-01-01 00:05:08,4
1970-01-01 00:05:09,2
1970-01-01 00:05:10,2
1970-01-01 00:05:11,4
1970-01-01 00:05:12,5
1970-01-01 00:05:13,4
1970-01-01 00:05:14,5
1970-01-01 00:05:15,4
1970-01-01 00:05:16,4
1970-01-01 00:05:17,4
1970-01-01 00:05:18,4
1970-01-01 00:05:19,4
1970-01-01 00:05:20,3
1970-01-01 00:05:21,4
1970-01-01 00:05:22,4
1970-01-01 00:05:23,4
1970-01-01 00:05:24,4
1970-01-01 00:05:25,4
1970-01-01 00:05:26,4
1970-01-01 00:05:27,4
1970-01-01 00:05:28,4
1970-01-01 00:05:29,4
1970-01-01 00:05:30,4
1970-01-01 00:05:31,4
1970-01-01 00:05:32,4
1970-01-01 00:05:33,4
1970-01-01 00:05:34,3
1970-01-01 00:05:35,4
1970-01-01 00:05:36,3
1970-01-01 00:05:37,3
1970-01-01 00:05:38,3
1970-01-01 00:05:39,3
1970-01-01 00:05:40,2
1970-01-01 00:05:41,3
1970-01-01 00:05:42,3
1970-01-01 00:05:43,2
1970-01-01 00:05:44,2
1970-01-01 00:05:45,1
1970-01-01 00:05:46,1
1970-01-01 00:05:47,1
1970-01-01 00:05:48,2
1970-01-01 00:05:49,1
1970-01-01 00:05:50,1
1970-01-01 00:05:51,1
1970-01-01 00:05:52,1
1970-01-01 00:05:53,2
1970-01-01 00:05:54,2
1970-01-01 00:05:55,2
1970-01-01 00:05:56,2
1970-01-01 00:05:57,2
1970-01-01 00:05:58,1
1970-01-01 00:05:59,2
1970-01-01 00:06:00,1
1970-01-01 00:06:01,2
1970-01-01 00:06:02,1
1970-01-01 00:06:03,2
1970-01-01 00:06:04,3
1970-01-01 00:06:05,3
1970-01-01 00:06:06,2
1970-01-01 00:06:07,2
1970-01-01 00:06:08,4
1970-01-01 00:06:09,2
1970-01-01 00:06:10,3
1970-01-01 00:06:11,1
1970-01-01 00:06:12,3
1970-01-01 00:06:13,1
1970-01-01 00:06:14,1
1970-01-01 00:06:15,2
1970-01-01 00:06:16,1
1970-01-01 00:06:17,4
1970-01-01 00:06:18,2
1970-01-01 00:06:19,3
1970-01-01 00:06:20,3
1970-01-01 00:06:21,3
1970-01-01 00:06:22,3
1970-01-01 00:06:23,3
1970-01-01 00:06:24,2
1970-01-01 00:06:25,4
1970-01-01 00:06:26,4
1970-01-01 00:06:27,3
1970-01-01 00:06:28,4
1970-01-01 00:06:29,3
1970-01-01 00:06:30,3
1970-01-01 00:06:31,3
1970-01-01 00:06:32,2
1970-01-01 00:06:33,4
1970-01-01 00:06:34,3
1970-01-01 00:06:35,2
1970-01-01 00:06:36,4
1970-01-01 00:06:37,4
1970-01-01 00:06:38,3
1970-01-01 00:06:39,4
1970-01-01 00:06:40,4
1970-01-01 00:06:41,4
1970-01-01 00:06:42,3
1970-01-01 00:06:43,3
1970-01-01 00:06:44,2
1970-01-01 00:06:45,3
1970-01-01 00:06:46,3
1970-01-01 00:06:47,3
1970-01-01 00:06:48,2
1970-01-01 00:06:49,2
1970-01-01 00:06:50,2
1970-01-01 00:06:51,2
1970-01-01 00:06:52,4
1970-01-01 00:06:53,4
1970-01-01 00:06:54,4
1970-01-01 00:06:55,3
1970-01-01 00:06:56,2
1970-01-01 00:06:57,2
1970-01-01 00:06:58,3
1970-01-01 00:06:59,4
1970-01-01 00:07:00,4
1970-01-01 00:07:01,4
1970-01-01 00:07:02,4
1970-01-01 00:07:03,4
1970-01-01 00:07:04,4
1970-01-01 00:07:05,4
1970-01-01 00:07:06,4
1970-01-01 00:07:07,4
1970-01-01 00:07:08,4
1970-01-01 00:07:09,4
1970-01-01 00:07:10,4
1970-01-01 00:07:11,4
1970-01-01 00:07:12,3
1970-01-01 00:07:13,4
1970-01-01 00:07:14,3
1970-01-01 00:07:15,4
1970-01-01 00:07:16,3
1970-01-01 00:07:17,3
1970-01-01 00:07:18,3
1970-01-01 00:07:19,3
1970-01-01 00:07:20,3
1970-01-01 00:07:21,3
1970-01-01 00:07:22,2
1970-01-01 00:07:23,1
1970-01-01 00:07:24,3
1970-01-01 00:07:25,1
1970-01-01 00:07:26,3
1970-01-01 00:07:27,3
1970-01-01 00:07:28,4
1970-01-01 00:07:29,3
1970-01-01 00:07:30,3
1970-01-01 00:07:31,3
1970-01-01 00:07:32,3
1970-01-01 00:07:33,3
1970-01-01 00:07:34,1
1970-01-01 00:07:35,1
1970-01-01 00:07:36,2
1970-01-01 00:07:37,3
1970-01-01 00:07:38,2
1970-01-01 00:07:39,2
1970-01-01 00:07:40,4
1970-01-01 00:07:41,2
1970-01-01 00:07:42,4
1970-01-01 00:07:43,4
1970-01-01 00:07:44,4
1970-01-01 00:07:45,2
1970-01-01 00:07:46,4
1970-01-01 00:07:47,1
1970-01-01 00:07:48,2
1970-01-01 00:07:49,4
1970-01-01 00:07:50,4
1970-01-01 00:07:51,3
1970-01-01 00:07:52,3
1970-01-01 00:07:53,3
1970-01-01 00:07:54,3
1970-01-01 00:07:55,2
1970-01-01 00:07:56,2
1970-01-01 00:07:57,1
1970-01-01 00:07:58,3
1970-01-01 00:07:59,1
1970-01-01 00:08:00,3
1970-01-01 00:08:01,2
1970-01-01 00:08:02,1
1970-01-01 00:08:03,3
1970-01-01 00:08:04,2
1970-01-01 00:08:05,3
1970-01-01 00:08:06,3
1970-01-01 00:08:07,4
1970-01-01 00:08:08,3
1970-01-01 00:08:09,3
1970-01-01 00:08:10,4
1970-01-01 00:08:11,4
1970-01-01 00:08:12,2
1970-01-01 00:08:13,2
1970-01-01 00:08:14,4
1970-01-01 00:08:15,4
1970-01-01 00:08:16,4
1970-01-01 00:08:17,4
1970-01-01 00:08:18,4
1970-01-01 00:08:19,3
1970-01-01 00:08:20,3
1970-01-01 00:08:21,3
1970-01-01 00:08:22,2
1970-01-01 00:08:23,3
1970-01-01 00:08:24,3
1970-01-01 00:08:25,3
1970-01-01 00:08:26,3
1970-01-01 00:08:27,3
1970-01-01 00:08:28,3
1970-01-01 00:08:29,4
1970-01-01 00:08:30,3
1970-01-01 00:08:31,3
1970-01-01 00:08:32,3
1970-01-01 00:08:33,3
1970-01-01 00:08:34,3
1970-01-01 00:08:35,2
1970-01-01 00:08:36,3
1970-01-01 00:08:37,3
1970-01-01 00:08:38,3
1970-01-01 00:08:39,3
1970-01-01 00:08:40,3
1970-01-01 00:08:41,3
1970-01-01 00:08:42,2
1970-01-01 00:08:43,2
1970-01-01 00:08:44,2
1970-01-01 00:08:45,3
1970-01-01 00:08:46,3
1970-01-01 00:08:47,4
1970-01-01 00:08:48,3
1970-01-01 00:08:49,4
1970-01-01 00:08:50,4
1970-01-01 00:08:51,4
1970-01-01 00:08:52,4
1970-01-01 00:08:53,3
1970-01-01 00:08:54,3
1970-01-01 00:08:55,3
1970-01-01 00:08:56,3
1970-01-01 00:08:57,3
1970-01-01 00:08:58,4
1970-01-01 00:08:59,4
1970-01-01 00:09:00,4
1970-01-01 00:09:01,3
1970-01-01 00:09:02,3
1970-01-01 00:09:03,3
1970-01-01 00:09:04,3
1970-01-01 00:09:05,3
1970-01-01 00:09:06,3
1970-01-01 00:09:07,3
1970-01-01 00:09:08,3
1970-01-01 00:09:09,2
1970-01-01 00:09:10,3
1970-01-01 00:09:11,3
1970-01-01 00:09:12,3
1970-01-01 00:09:13,2
1970-01-01 00:09:14,2
1970-01-01 00:09:15,2
1970-01-01 00:09:16,3
1970-01-01 00:09:17,2
1970-01-01 00:09:18,2
1970-01-01 00:09:19,2
1970-01-01 00:09:20,2
1970-01-01 00:09:21,2
1970-01-01 00:09:22,2
1970-01-01 00:09:23,2
1970-01-01 00:09:24,2
1970-01-01 00:09:25,2
1970-01-01 00:09:26,2
1970-01-01 00:09:27,2
1970-01-01 00:09:28,2
1970-01-01 00:09:29,2
1970-01-01 00:09:30,2
1970-01-01 00:09:31,3
1970-01-01 00:09:32,2
1970-01-01 00:09:33,2
1970-01-01 00:09:34,2
1970-01-01 00:09:35,2
1970-01-01 00:09:36,2
1970-01-01 00:09:37,3
1970-01-01 00:09:38,2
1970-01-01 00:09:39,3
1970-01-01 00:09:40,3
1970-01-01 00:09:41,3
1970-01-01 00:09:42,3
1970-01-01 00:09:43,2
1970-01-01 00:09:44,2
1970-01-01 00:09:45,2
1970-01-01 00:09:46,3
1970-01-01 00:09:47,2
1970-01-01 00:09:48,2
1970-01-01 00:09:49,2
1970-01-01 00:09:50,2
1970-01-01 00:09:51,2
1970-01-01 00:09:52,2
1970-01-01 00:09:53,2
1970-01-01 00:09:54,2
1970-01-01 00:09:55,2
1970-01-01 00:09:56,2
1970-01-01 00:09:57,2
1970-01-01 00:09:58,2
1970-01-01 00:09:59,2
1970-01-01 00:10:00,4
1970-01-01 00:10:01,3
1970-01-01 00:10:02,3
1970-01-01 00:10:03,3
1970-01-01 00:10:04,4
1970-01-01 00:10:05,3
1970-01-01 00:10:06,4
1970-01-01 00:10:07,3
1970-01-01 00:10:08,2
1970-01-01 00:10:09,3
1970-01-01 00:10:10,4
1970-01-01 00:10:11,4
1970-01-01 00:10:12,4
1970-01-01 00:10:13,4
1970-01-01 00:10:14,4
1970-01-01 00:10:15,4
1970-01-01 00:10:16,4
1970-01-01 00:10:17,4
1970-01-01 00:10:18,2
1970-01-01 00:10:19,2
1970-01-01 00:10:20,2
1970-01-01 00:10:21,2
1970-01-01 00:10:22,3
1970-01-01 00:10:23,3
1970-01-01 00:10:24,2
1970-01-01 00:10:25,2
1970-01-01 00:10:26,4
1970-01-01 00:10:27,3
1970-01-01 00:10:28,4
1970-01-01 00:10:29,3
1970-01-01 00:10:30,3
1970-01-01 00:10:31,3
1970-01-01 00:10:32,3
1970-01-01 00:10:33,3
1970-01-01 00:10:34,4
1970-01-01 00:10:35,5
1970-01-01 00:10:36,3
1970-01-01 00:10:37,4
1970-01-01 00:10:38,4
1970-01-01 00:10:39,4
1970-01-01 00:10:40,4
1970-01-01 00:10:41,3
1970-01-01 00:10:42,4
1970-01-01 00:10:43,3
1970-01-01 00:10:44,3
1970-01-01 00:10:45,3
1970-01-01 00:10:46,4
1970-01-01 00:10:47,4
1970-01-01 00:10:48,3
1970-01-01 00:10:49,4
1970-01-01 00:10:50,4
1970-01-01 00:10:51,4
1970-01-01 00:10:52,4
1970-01-01 00:10:53,3
1970-01-01 00:10:54,4
1970-01-01 00:10:55,4
1970-01-01 00:10:56,2
1970-01-01 00:10:57,3
1970-01-01 00:10:58,4
1970-01-01 00:10:59,4
1970-01-01 00:11:00,4
1970-01-01 00:11:01,4
1970-01-01 00:11:02,4
1970-01-01 00:11:03,4
1970-01-01 00:11:04,4
1970-01-01 00:11:05,3
1970-01-01 00:11:06,3
1970-01-01 00:11:07,4
1970-01-01 00:11:08,3
1970-01-01 00:11:09,4
1970-01-01 00:11:10,4
1970-01-01 00:11:11,4
1970-01-01 00:11:12,4
1970-01-01 00:11:13,3
1970-01-01 00:11:14,4
1970-01-01 00:11:15,4
1970-01-01 00:11:16,4
1970-01-01 00:11:17,3
1970-01-01 00:11:18,2
1970-01-01 00:11:19,2
1970-01-01 00:11:20,3
1970-01-01 00:11:21,4
1970-01-01 00:11:22,3
1970-01-01 00:11:23,3
1970-01-01 00:11:24,2
1970-01-01 00:11:25,4
1970-01-01 00:11:26,4
1970-01-01 00:11:27,3
1970-01-01 00:11:28,4
1970-01-01 00:11:29,4
1970-01-01 00:11:30,2
1970-01-01 00:11:31,4
1970-01-01 00:11:32,4
1970-01-01 00:11:33,3
1970-01-01 00:11:34,4
1970-01-01 00:11:35,2
1970-01-01 00:11:36,2
1970-01-01 00:11:37,3
1970-01-01 00:11:38,3
1970-01-01 00:11:39,3
1970-01-01 00:11:40,3
1970-01-01 00:11:41,4
1970-01-01 00:11:42,3
1970-01-01 00:11:43,3
1970-01-01 00:11:44,3
1970-01-01 00:11:45,3
1970-01-01 00:11:46,3
1970-01-01 00:11:47,3
1970-01-01 00:11:48,3
1970-01-01 00:11:49,3
1970-01-01 00:11:50,3
1970-01-01 00:11:51,3
1970-01-01 00:11:52,3
1970-01-01 00:11:53,3
1970-01-01 00:11:54,3
1970-01-01 00:11:55,4
1970-01-01 00:11:56,4
1970-01-01 00:11:57,4
1970-01-01 00:11:58,4
1970-01-01 00:11:59,4
1970-01-01 00:12:00,4
1970-01-01 00:12:01,4
1970-01-01 00:12:02,4
1970-01-01 00:12:03,4
1970-01-01 00:12:04,4
1970-01-01 00:12:05,4
1970-01-01 00:12:06,3
1970-01-01 00:12:07,4
1970-01-01 00:12:08,4
1970-01-01 00:12:09,3
1970-01-01 00:12:10,4
1970-01-01 00:12:11,4
1970-01-01 00:12:12,3
1970-01-01 00:12:13,3
1970-01-01 00:12:14,3
1970-01-01 00:12:15,3
1970-01-01 00:12:16,4
1970-01-01 00:12:17,4
1970-01-01 00:12:18,4
1970-01-01 00:12:19,4
1970-01-01 00:12:20,4
1970-01-01 00:12:21,4
1970-01-01 00:12:22,4
1970-01-01 00:12:23,4
1970-01-01 00:12:24,4
1970-01-01 00:12:25,4
1970-01-01 00:12:26,4
1970-01-01 00:12:27,4
1970-01-01 00:12:28,4
1970-01-01 00:12:29,4
1970-01-01 00:12:30,4
1970-01-01 00:12:31,5
1970-01-01 00:12:32,4
1970-01-01 00:12:33,4
1970-01-01 00:12:34,4
1970-01-01 00:12:35,4
1970-01-01 00:12:36,4
1970-01-01 00:12:37,4
1970-01-01 00:12:38,5
1970-01-01 00:12:39,4
1970-01-01 00:12:40,4
1970-01-01 00:12:41,4
1970-01-01 00:12:42,4
1970-01-01 00:12:43,4
1970-01-01 00:12:44,4
1970-01-01 00:12:45,4
1970-01-01 00:12:46,4
1970-01-01 00:12:47,4
1970-01-01 00:12:48,5
1970-01-01 00:12:49,5
1970-01-01 00:12:50,4
1970-01-01 00:12:51,5
1970-01-01 00:12:52,5
1970-01-01 00:12:53,5
1970-01-01 00:12:54,4
1970-01-01 00:12:55,5
1970-01-01 00:12:56,4
1970-01-01 00:12:57,4
1970-01-01 00:12:58,5
1970-01-01 00:12:59,4
1970-01-01 00:13:00,5
1970-01-01 00:13:01,5
1970-01-01 00:13:02,5
1970-01-01 00:13:03,5
1970-01-01 00:13:04,6
1970-01-01 00:13:05,4
1970-01-01 00:13:06,3
1970-01-01 00:13:07,2
1970-01-01 00:13:08,2
1970-01-01 00:13:09,5
1970-01-01 00:13:10,4
1970-01-01 00:13:11,3
1970-01-01 00:13:12,5
1970-01-01 00:13:13,6
1970-01-01 00:13:14,5
1970-01-01 00:13:15,4
1970-01-01 00:13:16,5
1970-01-01 00:13:17,4
1970-01-01 00:13:18,5
1970-01-01 00:13:19,5
1970-01-01 00:13:20,5
1970-01-01 00:13:21,6
1970-01-01 00:13:22,6
1970-01-01 00:13:23,5
1970-01-01 00:13:24,7
1970-01-01 00:13:25,5
1970-01-01 00:13:26,5
1970-01-01 00:13:27,7
1970-01-01 00:13:28,6
1970-01-01 00:13:29,6
1970-01-01 00:13:30,5
1970-01-01 00:13:31,6
1970-01-01 00:13:32,6
1970-01-01 00:13:33,6
1970-01-01 00:13:34,6
1970-01-01 00:13:35,6
1970-01-01 00:13:36,5
1970-01-01 00:13:37,5
1970-01-01 00:13:38,4
1970-01-01 00:13:39,4
1970-01-01 00:13:40,4
1970-01-01 00:13:41,5
1970-01-01 00:13:42,5
1970-01-01 00:13:43,4
1970-01-01 00:13:44,4
1970-01-01 00:13:45,5
1970-01-01 00:13:46,5
1970-01-01 00:13:47,3
1970-01-01 00:13:48,4
1970-01-01 00:13:49,4
1970-01-01 00:13:50,4
1970-01-01 00:13:51,4
1970-01-01 00:13:52,4
1970-01-01 00:13:53,4
1970-01-01 00:13:54,5
1970-01-01 00:13:55,5
1970-01-01 00:13:56,5
1970-01-01 00:13:57,5
1970-01-01 00:13:58,5
1970-01-01 00:13:59,4
1970-01-01 00:14:00,4
1970-01-01 00:14:01,4
1970-01-01 00:14:02,5
1970-01-01 00:14:03,5
1970-01-01 00:14:04,4
1970-01-01 00:14:05,5
1970-01-01 00:14:06,5
1970-01-01 00:14:07,4
1970-01-01 00:14:08,4
1970-01-01 00:14:09,4
1970-01-01 00:14:10,4
1970-01-01 00:14:11,4
1970-01-01 00:14:12,4
1970-01-01 00:14:13,3
1970-01-01 00:14:14,5
1970-01-01 00:14:15,4
1970-01-01 00:14:16,5
1970-01-01 00:14:17,5
1970-01-01 00:14:18,5
1970-01-01 00:14:19,5
1970-01-01 00:14:20,5
1970-01-01 00:14:21,5
1970-01-01 00:14:22,4
1970-01-01 00:14:23,5
1970-01-01 00:14:24,4
1970-01-01 00:14:25,4
1970-01-01 00:14:26,4
1970-01-01 00:14:27,5
1970-01-01 00:14:28,4
1970-01-01 00:14:29,4
1970-01-01 00:14:30,4
1970-01-01 00:14:31,4
1970-01-01 00:14:32,4
1970-01-01 00:14:33,4
1970-01-01 00:14:34,3
1970-01-01 00:14:35,4
1970-01-01 00:14:36,4
1970-01-01 00:14:37,4
1970-01-01 00:14:38,4
1970-01-01 00:14:39,4
1970-01-01 00:14:40,4
1970-01-01 00:14:41,4
1970-01-01 00:14:42,4
1970-01-01 00:14:43,4
1970-01-01 00:14:44,4
1970-01-01 00:14:45,4
1970-01-01 00:14:46,5
1970-01-01 00:14:47,4
1970-01-01 00:14:48,5
1970-01-01 00:14:49,4
1970-01-01 00:14:50,3
1970-01-01 00:14:51,4
1970-01-01 00:14:52,4
1970-01-01 00:14:53,4
1970-01-01 00:14:54,3
1970-01-01 00:14:55,4
1970-01-01 00:14:56,4
1970-01-01 00:14:57,3
1970-01-01 00:14:58,3
1970-01-01 00:14:59,3
1970-01-01 00:15:00,4
1970-01-01 00:15:01,2
1970-01-01 00:15:02,3
1970-01-01 00:15:03,5
1970-01-01 00:15:04,4
1970-01-01 00:15:05,4
1970-01-01 00:15:06,5
1970-01-01 00:15:07,6
1970-01-01 00:15:08,5
1970-01-01 00:15:09,5
1970-01-01 00:15:10,5
1970-01-01 00:15:11,6
1970-01-01 00:15:12,6
1970-01-01 00:15:13,5
1970-01-01 00:15:14,6
1970-01-01 00:15:15,6
1970-01-01 00:15:16,6
1970-01-01 00:15:17,6
1970-01-01 00:15:18,5
1970-01-01 00:15:19,6
1970-01-01 00:15:20,5
1970-01-01 00:15:21,5
1970-01-01 00:15:22,5
1970-01-01 00:15:23,5
1970-01-01 00:15:24,6
1970-01-01 00:15:25,5
1970-01-01 00:15:26,5
1970-01-01 00:15:27,6
1970-01-01 00:15:28,4
1970-01-01 00:15:29,6
1970-01-01 00:15:30,4
1970-01-01 00:15:31,5
