ds,y
1970-01-01 00:15:32,5
1970-01-01 00:15:33,5
1970-01-01 00:15:34,5
1970-01-01 00:15:35,6
1970-01-01 00:15:36,6
1970-01-01 00:15:37,6
1970-01-01 00:15:38,6
1970-01-01 00:15:39,6
1970-01-01 00:15:40,6
1970-01-01 00:15:41,6
1970-01-01 00:15:42,5
1970-01-01 00:15:43,5
1970-01-01 00:15:44,5
1970-01-01 00:15:45,6
1970-01-01 00:15:46,6
1970-01-01 00:15:47,6
1970-01-01 00:15:48,5
1970-01-01 00:15:49,5
1970-01-01 00:15:50,5
1970-01-01 00:15:51,5
1970-01-01 00:15:52,5
1970-01-01 00:15:53,6
1970-01-01 00:15:54,6
1970-01-01 00:15:55,4
1970-01-01 00:15:56,5
1970-01-01 00:15:57,4
1970-01-01 00:15:58,4
1970-01-01 00:15:59,5
1970-01-01 00:16:00,4
1970-01-01 00:16:01,4
1970-01-01 00:16:02,5
1970-01-01 00:16:03,5
1970-01-01 00:16:04,4
1970-01-01 00:16:05,7
1970-01-01 00:16:06,5
1970-01-01 00:16:07,5
1970-01-01 00:16:08,6
1970-01-01 00:16:09,5
1970-01-01 00:16:10,7
1970-01-01 00:16:11,7
1970-01-01 00:16:12,7
1970-01-01 00:16:13,7
1970-01-01 00:16:14,7
1970-01-01 00:16:15,7
1970-01-01 00:16:16,7
1970-01-01 00:16:17,7
1970-01-01 00:16:18,6
1970-01-01 00:16:19,7
1970-01-01 00:16:20,7
1970-01-01 00:16:21,6
1970-01-01 00:16:22,6
1970-01-01 00:16:23,6
1970-01-01 00:16:24,7
1970-01-01 00:16:25,8
1970-01-01 00:16:26,8
1970-01-01 00:16:27,7
1970-01-01 00:16:28,8
1970-01-01 00:16:29,7
1970-01-01 00:16:30,8
1970-01-01 00:16:31,7
1970-01-01 00:16:32,7
1970-01-01 00:16:33,7
1970-01-01 00:16:34,7
1970-01-01 00:16:35,7
1970-01-01 00:16:36,8
1970-01-01 00:16:37,6
1970-01-01 00:16:38,7
1970-01-01 00:16:39,6
1970-01-01 00:16:40,6
1970-01-01 00:16:41,6
1970-01-01 00:16:42,6
1970-01-01 00:16:43,7
1970-01-01 00:16:44,6
1970-01-01 00:16:45,6
1970-01-01 00:16:46,6
1970-01-01 00:16:47,5
1970-01-01 00:16:48,5
1970-01-01 00:16:49,5
1970-01-01 00:16:50,5
1970-01-01 00:16:51,6
1970-01-01 00:16:52,4
1970-01-01 00:16:53,4
1970-01-01 00:16:54,4
1970-01-01 00:16:55,5
1970-01-01 00:16:56,6
1970-01-01 00:16:57,5
1970-01-01 00:16:58,5
1970-01-01 00:16:59,6
1970-01-01 00:17:00,6
1970-01-01 00:17:01,5
1970-01-01 00:17:02,4
1970-01-01 00:17:03,5
1970-01-01 00:17:04,6
1970-01-01 00:17:05,7
1970-01-01 00:17:06,6
1970-01-01 00:17:07,6
1970-01-01 00:17:08,6
1970-01-01 00:17:09,4
1970-01-01 00:17:10,4
1970-01-01 00:17:11,4
1970-01-01 00:17:12,4
1970-01-01 00:17:13,5
1970-01-01 00:17:14,3
1970-01-01 00:17:15,4
1970-01-01 00:17:16,3
1970-01-01 00:17:17,3
1970-01-01 00:17:18,3
1970-01-01 00:17:19,3
1970-01-01 00:17:20,4
1970-01-01 00:17:21,3
1970-01-01 00:17:22,3
1970-01-01 00:17:23,3
1970-01-01 00:17:24,2
1970-01-01 00:17:25,3
1970-01-01 00:17:26,3
1970-01-01 00:17:27,3
1970-01-01 00:17:28,4
1970-01-01 00:17:29,3
1970-01-01 00:17:30,3
1970-01-01 00:17:31,4
1970-01-01 00:17:32,4
1970-01-01 00:17:33,4
1970-01-01 00:17:34,3
1970-01-01 00:17:35,5
1970-01-01 00:17:36,2
1970-01-01 00:17:37,5
1970-01-01 00:17:38,4
1970-01-01 00:17:39,4
1970-01-01 00:17:40,2
1970-01-01 00:17:41,4
1970-01-01 00:17:42,4
1970-01-01 00:17:43,5
1970-01-01 00:17:44,4
1970-01-01 00:17:45,4
1970-01-01 00:17:46,4
1970-01-01 00:17:47,4
1970-01-01 00:17:48,5
1970-01-01 00:17:49,6
1970-01-01 00:17:50,6
1970-01-01 00:17:51,5
1970-01-01 00:17:52,6
1970-01-01 00:17:53,6
1970-01-01 00:17:54,6
1970-01-01 00:17:55,7
1970-01-01 00:17:56,7
1970-01-01 00:17:57,8
1970-01-01 00:17:58,7
1970-01-01 00:17:59,7
1970-01-01 00:18:00,8
1970-01-01 00:18:01,7
1970-01-01 00:18:02,8
1970-01-01 00:18:03,7
1970-01-01 00:18:04,7
1970-01-01 00:18:05,7
1970-01-01 00:18:06,8
1970-01-01 00:18:07,6
1970-01-01 00:18:08,6
1970-01-01 00:18:09,6
1970-01-01 00:18:10,6
1970-01-01 00:18:11,6
1970-01-01 00:18:12,6
1970-01-01 00:18:13,6
1970-01-01 00:18:14,5
1970-01-01 00:18:15,6
1970-01-01 00:18:16,6
1970-01-01 00:18:17,7
1970-01-01 00:18:18,6
1970-01-01 00:18:19,7
1970-01-01 00:18:20,7
1970-01-01 00:18:21,6
1970-01-01 00:18:22,5
1970-01-01 00:18:23,6
1970-01-01 00:18:24,6
1970-01-01 00:18:25,6
1970-01-01 00:18:26,6
1970-01-01 00:18:27,6
1970-01-01 00:18:28,6
1970-01-01 00:18:29,6
1970-01-01 00:18:30,7
1970-01-01 00:18:31,6
1970-01-01 00:18:32,5
1970-01-01 00:18:33,5
1970-01-01 00:18:34,5
1970-01-01 00:18:35,5
1970-01-01 00:18:36,5
1970-01-01 00:18:37,4
1970-01-01 00:18:38,4
1970-01-01 00:18:39,4
1970-01-01 00:18:40,4
1970-01-01 00:18:41,5
1970-01-01 00:18:42,5
1970-01-01 00:18:43,5
1970-01-01 00:18:44,4
1970-01-01 00:18:45,6
1970-01-01 00:18:46,5
1970-01-01 00:18:47,6
1970-01-01 00:18:48,4
1970-01-01 00:18:49,4
1970-01-01 00:18:50,3
1970-01-01 00:18:51,7
1970-01-01 00:18:52,7
1970-01-01 00:18:53,6
1970-01-01 00:18:54,5
1970-01-01 00:18:55,6
1970-01-01 00:18:56,6
1970-01-01 00:18:57,7
1970-01-01 00:18:58,7
1970-01-01 00:18:59,6
1970-01-01 00:19:00,6
1970-01-01 00:19:01,7
1970-01-01 00:19:02,6
1970-01-01 00:19:03,6
1970-01-01 00:19:04,6
1970-01-01 00:19:05,6
1970-01-01 00:19:06,8
1970-01-01 00:19:07,8
1970-01-01 00:19:08,5
1970-01-01 00:19:09,6
1970-01-01 00:19:10,8
1970-01-01 00:19:11,8
1970-01-01 00:19:12,7
1970-01-01 00:19:13,7
1970-01-01 00:19:14,7
1970-01-01 00:19:15,8
1970-01-01 00:19:16,7
1970-01-01 00:19:17,7
1970-01-01 00:19:18,7
1970-01-01 00:19:19,8
1970-01-01 00:19:20,7
1970-01-01 00:19:21,6
1970-01-01 00:19:22,7
1970-01-01 00:19:23,7
1970-01-01 00:19:24,6
1970-01-01 00:19:25,5
1970-01-01 00:19:26,7
1970-01-01 00:19:27,7
1970-01-01 00:19:28,6
1970-01-01 00:19:29,6
1970-01-01 00:19:30,6
1970-01-01 00:19:31,6
1970-01-01 00:19:32,6
1970-01-01 00:19:33,8
1970-01-01 00:19:34,6
1970-01-01 00:19:35,6
1970-01-01 00:19:36,6
1970-01-01 00:19:37,6
1970-01-01 00:19:38,6
1970-01-01 00:19:39,6
1970-01-01 00:19:40,6
1970-01-01 00:19:41,6
1970-01-01 00:19:42,6
1970-01-01 00:19:43,6
1970-01-01 00:19:44,6
1970-01-01 00:19:45,7
1970-01-01 00:19:46,6
1970-01-01 00:19:47,6
1970-01-01 00:19:48,5
1970-01-01 00:19:49,5
1970-01-01 00:19:50,5
1970-01-01 00:19:51,6
1970-01-01 00:19:52,6
1970-01-01 00:19:53,6
1970-01-01 00:19:54,6
1970-01-01 00:19:55,5
1970-01-01 00:19:56,5
1970-01-01 00:19:57,6
1970-01-01 00:19:58,7
1970-01-01 00:19:59,5
1970-01-01 00:20:00,6
1970-01-01 00:20:01,6
1970-01-01 00:20:02,6
1970-01-01 00:20:03,6
1970-01-01 00:20:04,6
1970-01-01 00:20:05,7
1970-01-01 00:20:06,7
1970-01-01 00:20:07,7
1970-01-01 00:20:08,7
1970-01-01 00:20:09,7
1970-01-01 00:20:10,7
1970-01-01 00:20:11,7
1970-01-01 00:20:12,8
1970-01-01 00:20:13,7
1970-01-01 00:20:14,7
1970-01-01 00:20:15,8
1970-01-01 00:20:16,8
1970-01-01 00:20:17,7
1970-01-01 00:20:18,7
1970-01-01 00:20:19,7
1970-01-01 00:20:20,8
1970-01-01 00:20:21,7
1970-01-01 00:20:22,7
1970-01-01 00:20:23,7
1970-01-01 00:20:24,7
1970-01-01 00:20:25,7
1970-01-01 00:20:26,7
1970-01-01 00:20:27,7
1970-01-01 00:20:28,7
1970-01-01 00:20:29,7
1970-01-01 00:20:30,7
1970-01-01 00:20:31,7
1970-01-01 00:20:32,7
1970-01-01 00:20:33,7
1970-01-01 00:20:34,7
1970-01-01 00:20:35,7
1970-01-01 00:20:36,7
1970-01-01 00:20:37,7
1970-01-01 00:20:38,6
1970-01-01 00:20:39,7
1970-01-01 00:20:40,6
1970-01-01 00:20:41,6
1970-01-01 00:20:42,7
1970-01-01 00:20:43,6
1970-01-01 00:20:44,7
1970-01-01 00:20:45,7
1970-01-01 00:20:46,6
1970-01-01 00:20:47,7
1970-01-01 00:20:48,7
1970-01-01 00:20:49,7
1970-01-01 00:20:50,7
1970-01-01 00:20:51,7
1970-01-01 00:20:52,6
1970-01-01 00:20:53,6
1970-01-01 00:20:54,6
1970-01-01 00:20:55,7
1970-01-01 00:20:56,7
1970-01-01 00:20:57,7
1970-01-01 00:20:58,7
1970-01-01 00:20:59,7
1970-01-01 00:21:00,6
1970-01-01 00:21:01,6
1970-01-01 00:21:02,7
1970-01-01 00:21:03,6
1970-01-01 00:21:04,6
1970-01-01 00:21:05,7
1970-01-01 00:21:06,7
1970-01-01 00:21:07,6
1970-01-01 00:21:08,6
1970-01-01 00:21:09,6
1970-01-01 00:21:10,6
1970-01-01 00:21:11,6
1970-01-01 00:21:12,7
1970-01-01 00:21:13,7
1970-01-01 00:21:14,7
1970-01-01 00:21:15,6
1970-01-01 00:21:16,6
1970-01-01 00:21:17,7
1970-01-01 00:21:18,7
1970-01-01 00:21:19,6
1970-01-01 00:21:20,7
1970-01-01 00:21:21,6
1970-01-01 00:21:22,6
1970-01-01 00:21:23,6
1970-01-01 00:21:24,6
1970-01-01 00:21:25,6
1970-01-01 00:21:26,7
1970-01-01 00:21:27,6
1970-01-01 00:21:28,6
1970-01-01 00:21:29,6
1970-01-01 00:21:30,7
1970-01-01 00:21:31,6
1970-01-01 00:21:32,7
1970-01-01 00:21:33,7
1970-01-01 00:21:34,7
1970-01-01 00:21:35,7
1970-01-01 00:21:36,7
1970-01-01 00:21:37,6
1970-01-01 00:21:38,7
1970-01-01 00:21:39,6
1970-01-01 00:21:40,7
1970-01-01 00:21:41,7
1970-01-01 00:21:42,6
1970-01-01 00:21:43,6
1970-01-01 00:21:44,7
1970-01-01 00:21:45,7
1970-01-01 00:21:46,6
1970-01-01 00:21:47,6
1970-01-01 00:21:48,6
1970-01-01 00:21:49,6
1970-01-01 00:21:50,6
1970-01-01 00:21:51,6
1970-01-01 00:21:52,6
1970-01-01 00:21:53,6
1970-01-01 00:21:54,6
1970-01-01 00:21:55,6
1970-01-01 00:21:56,6
1970-01-01 00:21:57,7
1970-01-01 00:21:58,6
1970-01-01 00:21:59,7
1970-01-01 00:22:00,7
1970-01-01 00:22:01,7
1970-01-01 00:22:02,6
1970-01-01 00:22:03,7
1970-01-01 00:22:04,6
1970-01-01 00:22:05,6
1970-01-01 00:22:06,6
1970-01-01 00:22:07,6
1970-01-01 00:22:08,6
1970-01-01 00:22:09,6
1970-01-01 00:22:10,6
1970-01-01 00:22:11,6
1970-01-01 00:22:12,7
1970-01-01 00:22:13,5
1970-01-01 00:22:14,6
1970-01-01 00:22:15,5
1970-01-01 00:22:16,6
1970-01-01 00:22:17,6
1970-01-01 00:22:18,5
1970-01-01 00:22:19,5
1970-01-01 00:22:20,5
1970-01-01 00:22:21,4
1970-01-01 00:22:22,5
1970-01-01 00:22:23,6
1970-01-01 00:22:24,5
1970-01-01 00:22:25,5
1970-01-01 00:22:26,5
1970-01-01 00:22:27,5
1970-01-01 00:22:28,6
1970-01-01 00:22:29,5
1970-01-01 00:22:30,5
1970-01-01 00:22:31,6
1970-01-01 00:22:32,5
1970-01-01 00:22:33,5
1970-01-01 00:22:34,6
1970-01-01 00:22:35,5
1970-01-01 00:22:36,5
1970-01-01 00:22:37,6
1970-01-01 00:22:38,6
1970-01-01 00:22:39,6
1970-01-01 00:22:40,5
1970-01-01 00:22:41,5
1970-01-01 00:22:42,5
1970-01-01 00:22:43,6
1970-01-01 00:22:44,6
1970-01-01 00:22:45,6
1970-01-01 00:22:46,6
1970-01-01 00:22:47,6
1970-01-01 00:22:48,6
1970-01-01 00:22:49,6
1970-01-01 00:22:50,6
1970-01-01 00:22:51,6
1970-01-01 00:22:52,6
1970-01-01 00:22:53,6
1970-01-01 00:22:54,6
1970-01-01 00:22:55,6
1970-01-01 00:22:56,6
1970-01-01 00:22:57,6
1970-01-01 00:22:58,6
1970-01-01 00:22:59,6
1970-01-01 00:23:00,6
1970-01-01 00:23:01,5
1970-01-01 00:23:02,6
1970-01-01 00:23:03,6
1970-01-01 00:23:04,5
1970-01-01 00:23:05,6
1970-01-01 00:23:06,4
1970-01-01 00:23:07,4
1970-01-01 00:23:08,4
1970-01-01 00:23:09,5
1970-01-01 00:23:10,6
1970-01-01 00:23:11,6
1970-01-01 00:23:12,6
1970-01-01 00:23:13,6
1970-01-01 00:23:14,5
1970-01-01 00:23:15,5
1970-01-01 00:23:16,5
1970-01-01 00:23:17,5
1970-01-01 00:23:18,5
1970-01-01 00:23:19,6
1970-01-01 00:23:20,6
1970-01-01 00:23:21,6
1970-01-01 00:23:22,6
1970-01-01 00:23:23,6
1970-01-01 00:23:24,6
1970-01-01 00:23:25,6
1970-01-01 00:23:26,7
1970-01-01 00:23:27,7
1970-01-01 00:23:28,6
1970-01-01 00:23:29,6
1970-01-01 00:23:30,6
1970-01-01 00:23:31,6
1970-01-01 00:23:32,6
1970-01-01 00:23:33,6
1970-01-01 00:23:34,6
1970-01-01 00:23:35,6
1970-01-01 00:23:36,7
1970-01-01 00:23:37,6
1970-01-01 00:23:38,6
1970-01-01 00:23:39,6
1970-01-01 00:23:40,6
1970-01-01 00:23:41,6
1970-01-01 00:23:42,7
1970-01-01 00:23:43,7
1970-01-01 00:23:44,7
1970-01-01 00:23:45,7
1970-01-01 00:23:46,7
1970-01-01 00:23:47,7
1970-01-01 00:23:48,7
1970-01-01 00:23:49,7
1970-01-01 00:23:50,8
1970-01-01 00:23:51,7
1970-01-01 00:23:52,7
1970-01-01 00:23:53,7
1970-01-01 00:23:54,7
1970-01-01 00:23:55,6
1970-01-01 00:23:56,6
1970-01-01 00:23:57,6
1970-01-01 00:23:58,6
1970-01-01 00:23:59,7
1970-01-01 00:24:00,6
1970-01-01 00:24:01,5
1970-01-01 00:24:02,5
1970-01-01 00:24:03,5
1970-01-01 00:24:04,5
1970-01-01 00:24:05,5
1970-01-01 00:24:06,5
1970-01-01 00:24:07,5
1970-01-01 00:24:08,6
1970-01-01 00:24:09,5
1970-01-01 00:24:10,5
1970-01-01 00:24:11,6
1970-01-01 00:24:12,5
1970-01-01 00:24:13,5
1970-01-01 00:24:14,6
1970-01-01 00:24:15,5
1970-01-01 00:24:16,6
1970-01-01 00:24:17,5
1970-01-01 00:24:18,5
1970-01-01 00:24:19,5
1970-01-01 00:24:20,5
1970-01-01 00:24:21,4
1970-01-01 00:24:22,5
1970-01-01 00:24:23,6
1970-01-01 00:24:24,5
1970-01-01 00:24:25,6
1970-01-01 00:24:26,6
1970-01-01 00:24:27,5
1970-01-01 00:24:28,6
1970-01-01 00:24:29,5
1970-01-01 00:24:30,5
1970-01-01 00:24:31,5
1970-01-01 00:24:32,5
1970-01-01 00:24:33,5
1970-01-01 00:24:34,5
1970-01-01 00:24:35,5
1970-01-01 00:24:36,5
1970-01-01 00:24:37,5
1970-01-01 00:24:38,5
1970-01-01 00:24:39,4
1970-01-01 00:24:40,4
1970-01-01 00:24:41,4
1970-01-01 00:24:42,5
1970-01-01 00:24:43,4
1970-01-01 00:24:44,4
1970-01-01 00:24:45,4
1970-01-01 00:24:46,4
1970-01-01 00:24:47,4
1970-01-01 00:24:48,4
1970-01-01 00:24:49,4
1970-01-01 00:24:50,4
1970-01-01 00:24:51,4
1970-01-01 00:24:52,4
1970-01-01 00:24:53,5
1970-01-01 00:24:54,4
1970-01-01 00:24:55,4
1970-01-01 00:24:56,4
1970-01-01 00:24:57,4
1970-01-01 00:24:58,4
1970-01-01 00:24:59,4
1970-01-01 00:25:00,3
1970-01-01 00:25:01,3
1970-01-01 00:25:02,3
1970-01-01 00:25:03,5
1970-01-01 00:25:04,5
1970-01-01 00:25:05,5
1970-01-01 00:25:06,4
1970-01-01 00:25:07,4
1970-01-01 00:25:08,5
1970-01-01 00:25:09,5
1970-01-01 00:25:10,6
1970-01-01 00:25:11,6
1970-01-01 00:25:12,6
1970-01-01 00:25:13,7
1970-01-01 00:25:14,7
1970-01-01 00:25:15,6
1970-01-01 00:25:16,7
1970-01-01 00:25:17,6
1970-01-01 00:25:18,6
1970-01-01 00:25:19,6
1970-01-01 00:25:20,6
1970-01-01 00:25:21,6
1970-01-01 00:25:22,6
1970-01-01 00:25:23,6
1970-01-01 00:25:24,6
1970-01-01 00:25:25,6
1970-01-01 00:25:26,6
1970-01-01 00:25:27,6
1970-01-01 00:25:28,6
1970-01-01 00:25:29,6
1970-01-01 00:25:30,6
1970-01-01 00:25:31,6
1970-01-01 00:25:32,6
1970-01-01 00:25:33,7
1970-01-01 00:25:34,7
1970-01-01 00:25:35,7
1970-01-01 00:25:36,7
1970-01-01 00:25:37,7
1970-01-01 00:25:38,7
1970-01-01 00:25:39,7
1970-01-01 00:25:40,7
1970-01-01 00:25:41,7
1970-01-01 00:25:42,7
1970-01-01 00:25:43,7
1970-01-01 00:25:44,7
1970-01-01 00:25:45,5
1970-01-01 00:25:46,5
1970-01-01 00:25:47,5
1970-01-01 00:25:48,5
1970-01-01 00:25:49,5
1970-01-01 00:25:50,5
1970-01-01 00:25:51,5
1970-01-01 00:25:52,6
1970-01-01 00:25:53,6
1970-01-01 00:25:54,6
1970-01-01 00:25:55,5
1970-01-01 00:25:56,5
1970-01-01 00:25:57,5
1970-01-01 00:25:58,6
1970-01-01 00:25:59,6
1970-01-01 00:26:00,6
1970-01-01 00:26:01,6
1970-01-01 00:26:02,6
1970-01-01 00:26:03,6
1970-01-01 00:26:04,6
1970-01-01 00:26:05,6
1970-01-01 00:26:06,5
1970-01-01 00:26:07,5
1970-01-01 00:26:08,6
1970-01-01 00:26:09,5
1970-01-01 00:26:10,6
1970-01-01 00:26:11,6
1970-01-01 00:26:12,5
1970-01-01 00:26:13,5
1970-01-01 00:26:14,5
1970-01-01 00:26:15,5
1970-01-01 00:26:16,5
1970-01-01 00:26:17,5
1970-01-01 00:26:18,5
1970-01-01 00:26:19,5
1970-01-01 00:26:20,6
1970-01-01 00:26:21,5
1970-01-01 00:26:22,5
1970-01-01 00:26:23,5
1970-01-01 00:26:24,5
1970-01-01 00:26:25,5
1970-01-01 00:26:26,5
1970-01-01 00:26:27,6
1970-01-01 00:26:28,5
1970-01-01 00:26:29,6
1970-01-01 00:26:30,7
1970-01-01 00:26:31,7
1970-01-01 00:26:32,7
1970-01-01 00:26:33,5
1970-01-01 00:26:34,4
1970-01-01 00:26:35,6
1970-01-01 00:26:36,7
1970-01-01 00:26:37,6
1970-01-01 00:26:38,6
1970-01-01 00:26:39,6
1970-01-01 00:26:40,7
1970-01-01 00:26:41,7
1970-01-01 00:26:42,6
1970-01-01 00:26:43,6
1970-01-01 00:26:44,6
1970-01-01 00:26:45,4
1970-01-01 00:26:46,5
1970-01-01 00:26:47,5
1970-01-01 00:26:48,5
1970-01-01 00:26:49,4
1970-01-01 00:26:50,4
1970-01-01 00:26:51,5
1970-01-01 00:26:52,5
1970-01-01 00:26:53,5
1970-01-01 00:26:54,5
1970-01-01 00:26:55,5
1970-01-01 00:26:56,5
1970-01-01 00:26:57,4
1970-01-01 00:26:58,6
1970-01-01 00:26:59,6
1970-01-01 00:27:00,7
1970-01-01 00:27:01,6
1970-01-01 00:27:02,6
1970-01-01 00:27:03,6
1970-01-01 00:27:04,7
1970-01-01 00:27:05,5
1970-01-01 00:27:06,5
1970-01-01 00:27:07,5
1970-01-01 00:27:08,5
1970-01-01 00:27:09,5
1970-01-01 00:27:10,5
1970-01-01 00:27:11,5
1970-01-01 00:27:12,6
1970-01-01 00:27:13,5
1970-01-01 00:27:14,5
1970-01-01 00:27:15,6
1970-01-01 00:27:16,6
1970-01-01 00:27:17,6
1970-01-01 00:27:18,5
1970-01-01 00:27:19,4
1970-01-01 00:27:20,5
1970-01-01 00:27:21,5
1970-01-01 00:27:22,5
1970-01-01 00:27:23,5
1970-01-01 00:27:24,5
1970-01-01 00:27:25,4
1970-01-01 00:27:26,4
1970-01-01 00:27:27,5
1970-01-01 00:27:28,5
1970-01-01 00:27:29,4
1970-01-01 00:27:30,5
1970-01-01 00:27:31,4
1970-01-01 00:27:32,5
1970-01-01 00:27:33,5
1970-01-01 00:27:34,4
1970-01-01 00:27:35,5
1970-01-01 00:27:36,5
1970-01-01 00:27:37,5
1970-01-01 00:27:38,4
1970-01-01 00:27:39,4
1970-01-01 00:27:40,4
1970-01-01 00:27:41,4
1970-01-01 00:27:42,5
1970-01-01 00:27:43,4
1970-01-01 00:27:44,4
1970-01-01 00:27:45,4
1970-01-01 00:27:46,4
1970-01-01 00:27:47,4
1970-01-01 00:27:48,4
1970-01-01 00:27:49,4
1970-01-01 00:27:50,4
1970-01-01 00:27:51,4
1970-01-01 00:27:52,4
1970-01-01 00:27:53,4
1970-01-01 00:27:54,4
1970-01-01 00:27:55,4
1970-01-01 00:27:56,4
1970-01-01 00:27:57,4
1970-01-01 00:27:58,4
1970-01-01 00:27:59,4
1970-01-01 00:28:00,4
1970-01-01 00:28:01,4
1970-01-01 00:28:02,4
1970-01-01 00:28:03,4
1970-01-01 00:28:04,4
1970-01-01 00:28:05,4
1970-01-01 00:28:06,4
1970-01-01 00:28:07,4
1970-01-01 00:28:08,4
1970-01-01 00:28:09,4
1970-01-01 00:28:10,4
1970-01-01 00:28:11,4
1970-01-01 00:28:12,4
1970-01-01 00:28:13,4
1970-01-01 00:28:14,4
1970-01-01 00:28:15,5
1970-01-01 00:28:16,5
1970-01-01 00:28:17,5
1970-01-01 00:28:18,5
1970-01-01 00:28:19,5
1970-01-01 00:28:20,5
1970-01-01 00:28:21,5
1970-01-01 00:28:22,5
1970-01-01 00:28:23,5
1970-01-01 00:28:24,5
1970-01-01 00:28:25,6
1970-01-01 00:28:26,6
1970-01-01 00:28:27,6
1970-01-01 00:28:28,6
1970-01-01 00:28:29,6
1970-01-01 00:28:30,6
1970-01-01 00:28:31,6
1970-01-01 00:28:32,6
1970-01-01 00:28:33,6
1970-01-01 00:28:34,6
1970-01-01 00:28:35,6
1970-01-01 00:28:36,6
1970-01-01 00:28:37,6
1970-01-01 00:28:38,6
1970-01-01 00:28:39,6
1970-01-01 00:28:40,7
1970-01-01 00:28:41,6
1970-01-01 00:28:42,6
1970-01-01 00:28:43,6
1970-01-01 00:28:44,6
1970-01-01 00:28:45,6
1970-01-01 00:28:46,6
1970-01-01 00:28:47,6
1970-01-01 00:28:48,6
1970-01-01 00:28:49,6
1970-01-01 00:28:50,6
1970-01-01 00:28:51,6
1970-01-01 00:28:52,7
1970-01-01 00:28:53,7
1970-01-01 00:28:54,6
1970-01-01 00:28:55,6
1970-01-01 00:28:56,6
1970-01-01 00:28:57,7
1970-01-01 00:28:58,7
1970-01-01 00:28:59,6
1970-01-01 00:29:00,8
1970-01-01 00:29:01,7
1970-01-01 00:29:02,7
1970-01-01 00:29:03,8
1970-01-01 00:29:04,9
1970-01-01 00:29:05,9
1970-01-01 00:29:06,8
1970-01-01 00:29:07,9
1970-01-01 00:29:08,9
1970-01-01 00:29:09,8
1970-01-01 00:29:10,8
1970-01-01 00:29:11,8
1970-01-01 00:29:12,8
1970-01-01 00:29:13,11
1970-01-01 00:29:14,8
1970-01-01 00:29:15,8
1970-01-01 00:29:16,7
1970-01-01 00:29:17,8
1970-01-01 00:29:18,8
1970-01-01 00:29:19,8
1970-01-01 00:29:20,6
1970-01-01 00:29:21,7
1970-01-01 00:29:22,6
1970-01-01 00:29:23,6
1970-01-01 00:29:24,6
1970-01-01 00:29:25,10
1970-01-01 00:29:26,7
1970-01-01 00:29:27,7
1970-01-01 00:29:28,7
1970-01-01 00:29:29,9
1970-01-01 00:29:30,6
1970-01-01 00:29:31,6
1970-01-01 00:29:32,7
1970-01-01 00:29:33,9
1970-01-01 00:29:34,8
1970-01-01 00:29:35,7
1970-01-01 00:29:36,7
1970-01-01 00:29:37,7
1970-01-01 00:29:38,6
1970-01-01 00:29:39,6
1970-01-01 00:29:40,6
1970-01-01 00:29:41,6
1970-01-01 00:29:42,6
1970-01-01 00:29:43,6
1970-01-01 00:29:44,6
1970-01-01 00:29:45,6
1970-01-01 00:29:46,6
1970-01-01 00:29:47,6
1970-01-01 00:29:48,7
1970-01-01 00:29:49,7
1970-01-01 00:29:50,7
1970-01-01 00:29:51,7
1970-01-01 00:29:52,8
1970-01-01 00:29:53,7
1970-01-01 00:29:54,8
1970-01-01 00:29:55,9
1970-01-01 00:29:56,6
1970-01-01 00:29:57,6
1970-01-01 00:29:58,6
1970-01-01 00:29:59,6
1970-01-01 00:30:00,7
1970-01-01 00:30:01,7
1970-01-01 00:30:02,7
1970-01-01 00:30:03,7
1970-01-01 00:30:04,7
1970-01-01 00:30:05,7
1970-01-01 00:30:06,7
1970-01-01 00:30:07,7
1970-01-01 00:30:08,6
1970-01-01 00:30:09,7
1970-01-01 00:30:10,8
1970-01-01 00:30:11,8
1970-01-01 00:30:12,7
1970-01-01 00:30:13,7
1970-01-01 00:30:14,7
1970-01-01 00:30:15,7
1970-01-01 00:30:16,7
1970-01-01 00:30:17,7
1970-01-01 00:30:18,8
1970-01-01 00:30:19,7
1970-01-01 00:30:20,7
1970-01-01 00:30:21,7
1970-01-01 00:30:22,7
1970-01-01 00:30:23,7
1970-01-01 00:30:24,7
1970-01-01 00:30:25,7
1970-01-01 00:30:26,7
1970-01-01 00:30:27,7
1970-01-01 00:30:28,7
1970-01-01 00:30:29,8
1970-01-01 00:30:30,7
1970-01-01 00:30:31,7
1970-01-01 00:30:32,8
1970-01-01 00:30:33,7
1970-01-01 00:30:34,7
1970-01-01 00:30:35,8
1970-01-01 00:30:36,7
1970-01-01 00:30:37,8
1970-01-01 00:30:38,8
1970-01-01 00:30:39,7
1970-01-01 00:30:40,8
1970-01-01 00:30:41,7
1970-01-01 00:30:42,7
1970-01-01 00:30:43,6
1970-01-01 00:30:44,5
1970-01-01 00:30:45,6
1970-01-01 00:30:46,6
1970-01-01 00:30:47,5
1970-01-01 00:30:48,5
1970-01-01 00:30:49,6
1970-01-01 00:30:50,5
1970-01-01 00:30:51,5
1970-01-01 00:30:52,5
1970-01-01 00:30:53,5
1970-01-01 00:30:54,5
1970-01-01 00:30:55,5
1970-01-01 00:30:56,5
1970-01-01 00:30:57,5
1970-01-01 00:30:58,5
1970-01-01 00:30:59,5
1970-01-01 00:31:00,5
1970-01-01 00:31:01,5
1970-01-01 00:31:02,5
1970-01-01 00:31:03,5
1970-01-01 00:31:04,5
